"Date","AQS_SITE_ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2000","460990007","3","0.013","ppm","11","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/02/2000","460990007","3","0.017","ppm","14","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/03/2000","460990007","3","0.019","ppm","16","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/04/2000","460990007","3","0.02","ppm","17","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/13/2000","460990007","3","0.015","ppm","13","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/14/2000","460990007","3","0.016","ppm","14","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/15/2000","460990007","3","0.019","ppm","16","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/16/2000","460990007","3","0.02","ppm","17","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/17/2000","460990007","3","0.01","ppm","8","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/18/2000","460990007","3","0.019","ppm","16","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/19/2000","460990007","3","0.024","ppm","20","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/20/2000","460990007","3","0.018","ppm","15","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/21/2000","460990007","3","0.025","ppm","21","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
"01/22/2000","460990007","3","0.026","ppm","22","24","100.0000","44201","Ozone","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha",".","."
